UR	SR
w.ɔ1.t.ɚ0.b.ɛ2.d	w.ɔ1.ɾ.ɚ0.b.ɛ2.d
ɔ1.t.oʊ0.f.æ2.k.t.s	ɔ.ɾ.oʊ0.f.æ2.k.t.s
s.ɪ2.n.b.i0.ɑ1.t.ɪ0.k.s	s.ɪ2.n.b.i0.ɑ1.ɾ.ɪ0.k.s
s.u2.p.ɚ0.k.ʌ0.m.p.j.u1.t.ɚ0	s.u2.p.ɚ0.k.ʌ0.m.p.j.u1.ɾ.0
ɪ0.v.æ1.p.ɚ0.eɪ2.t.ɪ0.ŋ	ɪ.v.æ1.p.ɚ0.eɪ2.ɾ.ɪ0.ŋ
θ.i2.ɚ0.ɛ1.t.ɪ0.k.l.i0	θ.i2.ɚ0.ɛ1.ɾ.ɪ0.k.l.0
ɪ2.t.ʌ0.ɹ.eɪ1.ʃ.ʌ0.n	ɪ.ɾ.ʌ0.ɹ.eɪ1.ʃ.ʌ0.n
m.ʌ0.k.w.ɚ1.t.ɚ0	m.ʌ0.k.w.ɚ1.ɾ.0
d.u1.t.i0	d.u1.ɾ.0
n.ɛ1.t.ʌ0.l	n.ɛ1.ɾ.ʌ0.l
m.j.u1.t.ʌ0.n.t.s	m.j.u1.ɾ.ʌ0.n.t.s
d.ɛ1.t.u1.d	d.ɛ1.ɾ.u1.d
ɹ.æ1.t.ɚ0.i1	ɹ.æ1.ɾ.ɚ0.1
k.ɑ1.t.i0.ɚ0	k.ɑ1.ɾ.i0.0
ɹ.ɪ1.t.ʌ0.n.aʊ0.ɹ	ɹ.ɪ1.ɾ.ʌ0.n.aʊ0.ɹ
ɪ0.g.z.æ1.s.ɚ0.b.eɪ2.t.ɪ0.ŋ	ɪ.g.z.æ1.s.ɚ0.b.eɪ2.ɾ.ɪ0.ŋ
n.aɪ1.t.ɚ0.z	n.aɪ1.ɾ.ɚ0.z
k.ɹ.eɪ1.t.ɚ0.d	k.ɹ.eɪ1.ɾ.ɚ0.d
l.ɪ2.m.f.æ1.t.ɪ0.k	l.ɪ2.m.f.æ1.ɾ.ɪ0.k
s.ɪ1.t.i0.b.æ2.ŋ.k.s	s.ɪ1.ɾ.i0.b.æ2.ŋ.k.s
p.ɑ0.ɹ.t.ɪ1.s.ʌ0.p.eɪ2.t.ɪ0.d	p.ɑ0.ɹ.t.ɪ1.s.ʌ0.p.eɪ2.ɾ.ɪ0.d
s.t.ɹ.eɪ1.t.ʌ0.w.eɪ2	s.t.ɹ.eɪ1.ɾ.ʌ0.w.2
p.ɑ1.l.ɪ0.n.eɪ2.t.ɪ0.d	p.ɑ1.l.ɪ0.n.eɪ2.ɾ.ɪ0.d
i0.v.æ1.p.ɚ0.eɪ2.t.ɪ0.ŋ	i.v.æ1.p.ɚ0.eɪ2.ɾ.ɪ0.ŋ
v.i2.oʊ0.l.ɛ1.t.ʌ0	v.i2.oʊ0.l.ɛ1.ɾ.0
ʌ0.n.ɹ.ɪ1.t.ʌ0.n	ʌ.n.ɹ.ɪ1.ɾ.ʌ0.n
k.oʊ1.t.oʊ1	k.oʊ1.ɾ.1
m.æ1.t.i0.s.ɪ0.z	m.æ1.ɾ.i0.s.ɪ0.z
n.ɚ0.ɪ1.t.ɪ0.k	n.ɚ0.ɪ1.ɾ.ɪ0.k
v.aɪ0.eɪ1.t.ɚ0	v.aɪ0.eɪ1.ɾ.0
ʌ0.n.s.æ1.t.ɪ0.s.f.aɪ2.d	ʌ.n.s.æ1.ɾ.ɪ0.s.f.aɪ2.d
j.i1.t.ʌ0.n	j.i1.ɾ.ʌ0.n
æ2.n.t.aɪ0.b.aɪ0.ɑ1.t.ɪ0.k.s	æ.n.t.aɪ0.b.aɪ0.ɑ1.ɾ.ɪ0.k.s
v.ɛ0.t.ɛ1.t.oʊ0	v.ɛ0.t.ɛ1.ɾ.0
m.ʌ2.l.t.ɪ0.l.æ1.t.ɚ0.ʌ0.l.i0	m.ʌ2.l.t.ɪ0.l.æ1.ɾ.ɚ0.ʌ0.l.0
f.l.ɑ1.t.ʌ0	f.l.ɑ1.ɾ.0
b.ɹ.i1.t.oʊ0	b.ɹ.i1.ɾ.0
s.k.aʊ1.t.ʌ0.d	s.k.aʊ1.ɾ.ʌ0.d
h.aʊ1.t.ʌ0.n	h.aʊ1.ɾ.ʌ0.n
ɛ2.k.s.p.l.ɔɪ1.t.ʌ0.t.ɪ0.v	ɛ.k.s.p.l.ɔɪ1.ɾ.ʌ0.t.ɪ0.v
tʃ.æ2.t.ʌ0.h.u1.tʃ.i0.z	t.æ2.ɾ.ʌ0.h.u1.tʃ.i0.z
p.ɚ0.d.i1.t.ʌ0	p.ɚ0.d.i1.ɾ.0
k.ɑ0.p.ɛ1.t.ʌ0	k.ɑ0.p.ɛ1.ɾ.0
ʃ.u1.t.aʊ0.t	ʃ.u1.ɾ.aʊ0.t
p.ɪ1.t.ɚ0.d	p.ɪ1.ɾ.ɚ0.d
ʃ.ʌ1.t.ɚ0.ɪ0.ŋ	ʃ.ʌ1.ɾ.ɚ0.ɪ0.ŋ
v.æ2.n.s.l.u1.t.ʌ0.n	v.æ2.n.s.l.u1.ɾ.ʌ0.n
v.ɚ1.t.ɛ2.k.s	v.ɚ1.ɾ.ɛ2.k.s
s.t.ɹ.æ1.t.ʌ0.s	s.t.ɹ.æ1.ɾ.ʌ0.s
ʌ0.d.m.ɪ1.t.ʌ0.n.s	ʌ.d.m.ɪ1.ɾ.ʌ0.n.s
t.oʊ1.t.ʌ0.l.d	t.oʊ1.ɾ.ʌ0.l.d
h.ɚ1.t.ʌ0.b.aɪ0.z	h.ɚ1.ɾ.ʌ0.b.aɪ0.z
ɪ0.g.z.ɪ1.l.ɚ0.eɪ2.t.ɪ0.ŋ	ɪ.g.z.ɪ1.l.ɚ0.eɪ2.ɾ.ɪ0.ŋ
m.aɪ1.k.ɹ.oʊ2.t.u1.b.j.u0.l	m.aɪ1.k.ɹ.oʊ2.ɾ.u1.b.j.u0.l
s.eɪ1.n.t.p.i1.t.ɚ0	s.eɪ1.n.t.p.i1.ɾ.0
d.ɪ0.f.l.eɪ1.t.ɪ0.ŋ	d.ɪ0.f.l.eɪ1.ɾ.ɪ0.ŋ
f.ɚ0.ɛ1.t.i0	f.ɚ0.ɛ1.ɾ.0
k.ɹ.eɪ1.t.ɚ0.z	k.ɹ.eɪ1.ɾ.ɚ0.z
s.k.ɪ0.m.æ1.t.ɪ0.k.s	s.k.ɪ0.m.æ1.ɾ.ɪ0.k.s
m.ʌ0.k.æ1.t.ʌ0.n	m.ʌ0.k.æ1.ɾ.ʌ0.n
ɹ.ɑ0.f.ɛ1.t.oʊ0	ɹ.ɑ0.f.ɛ1.ɾ.0
ɹ.i0.d.ɛ1.k.ɚ0.eɪ2.t.ɪ0.d	ɹ.i0.d.ɛ1.k.ɚ0.eɪ2.ɾ.ɪ0.d
h.i1.t.ʌ0.d	h.i1.ɾ.ʌ0.d
d.æ1.t.ɚ0.ɛ2.k.s	d.æ1.ɾ.ɚ0.ɛ2.k.s
s.k.ɹ.u1.t.ʌ0.n	s.k.ɹ.u1.ɾ.ʌ0.n
g.ɹ.æ1.t.ʌ0.f.aɪ2.z	g.ɹ.æ1.ɾ.ʌ0.f.aɪ2.z
dʒ.i2.oʊ0.m.æ0.g.n.ɛ1.t.ɪ0.k	d.i2.oʊ0.m.æ0.g.n.ɛ1.ɾ.ɪ0.k
tʃ.ɚ1.t.ɑ0.f	t.ɚ1.ɾ.ɑ0.f
k.ɑ0.ɹ.l.i1.t.oʊ0.z	k.ɑ0.ɹ.l.i1.ɾ.oʊ0.z
ɹ.aɪ1.t.ɪ0.ŋ	ɹ.aɪ1.ɾ.ɪ0.ŋ
g.l.oʊ1.t.ɪ0.d	g.l.oʊ1.ɾ.ɪ0.d
p.ɚ0.v.ɚ1.t.ɪ0.ŋ	p.ɚ0.v.ɚ1.ɾ.ɪ0.ŋ
dʒ.i2.oʊ0.p.ʌ0.l.ɪ1.t.ɪ0.k.l.i0	d.i2.oʊ0.p.ʌ0.l.ɪ1.ɾ.ɪ0.k.l.0
s.l.oʊ1.t.ʌ0	s.l.oʊ1.ɾ.0
m.æ1.n.i0.ɑ1.t.ɪ0.s	m.æ1.n.i0.ɑ1.ɾ.ɪ0.s
ɹ.oʊ1.t.ɚ0.z	ɹ.oʊ1.ɾ.ɚ0.z
w.ɛ1.t.ɪ0.ŋ	w.ɛ1.ɾ.ɪ0.ŋ
m.ɛ1.t.ɪ0.k.s	m.ɛ1.ɾ.ɪ0.k.s
k.æ1.t.ʌ0.l.ɔ2.g	k.æ1.ɾ.ʌ0.l.ɔ2.g
h.æ1.t.ʌ0.l.ʌ0	h.æ1.ɾ.ʌ0.l.0
ɛ2.t.ʌ0.m.ɑ1.l.ʌ0.dʒ.i0	ɛ.ɾ.ʌ0.m.ɑ1.l.ʌ0.dʒ.0
f.i0.ɔ0.ɹ.i1.t.oʊ0	f.i0.ɔ0.ɹ.i1.ɾ.0
f.ɔ0.ɹ.g.ɑ1.t.ʌ0.n	f.ɔ0.ɹ.g.ɑ1.ɾ.ʌ0.n
f.l.æ1.t.ɚ0.d	f.l.æ1.ɾ.ɚ0.d
ɹ.i0.p.eɪ1.t.ɹ.i0.eɪ2.t.ɪ0.ŋ	ɹ.i0.p.eɪ1.t.ɹ.i0.eɪ2.ɾ.ɪ0.ŋ
s.ɪ1.t.ɚ0.l.i0	s.ɪ1.ɾ.ɚ0.l.0
d.ɔ0.g.m.æ1.t.ɪ0.k	d.ɔ0.g.m.æ1.ɾ.ɪ0.k
m.ɛ1.ɹ.ʌ0.n.eɪ2.t.ɪ0.d	m.ɛ1.ɹ.ʌ0.n.eɪ2.ɾ.ɪ0.d
h.eɪ1.t.i0.z	h.eɪ1.ɾ.i0.z
æ1.l.ʌ0.k.eɪ2.t.ɚ0.z	æ.l.ʌ0.k.eɪ2.ɾ.ɚ0.z
ɹ.oʊ0.z.ɑ1.t.i0	ɹ.oʊ0.z.ɑ1.ɾ.0
ʌ0.s.ɚ1.t.ɪ0.v	ʌ.s.ɚ1.ɾ.ɪ0.v
d.ɪ0.f.l.eɪ1.t.ɪ0.d	d.ɪ0.f.l.eɪ1.ɾ.ɪ0.d
p.ɹ.oʊ1.ɹ.eɪ2.t.ɪ0.d	p.ɹ.oʊ1.ɹ.eɪ2.ɾ.ɪ0.d
k.ɑ2.t.ɑ0.l.ɑ0.n.oʊ1.t.oʊ0	k.ɑ2.ɾ.ɑ0.l.ɑ0.n.oʊ1.ɾ.0
l.æ1.t.ʌ0.n	l.æ1.ɾ.ʌ0.n
d.ɔ1.t.ʌ0.n	d.ɔ1.ɾ.ʌ0.n
h.i1.t.ɚ0	h.i1.ɾ.0
ɹ.i0.s.ɛ1.t.ʌ0.b.ʌ0.l	ɹ.i0.s.ɛ1.ɾ.ʌ0.b.ʌ0.l
d.oʊ1.n.eɪ2.t.ʌ0.d	d.oʊ1.n.eɪ2.ɾ.ʌ0.d
d.ɪ0.m.oʊ1.t.ɪ0.d	d.ɪ0.m.oʊ1.ɾ.ɪ0.d
ɹ.ɪ0.v.ɚ1.b.ɚ0.eɪ2.t.ɪ0.d	ɹ.ɪ0.v.ɚ1.b.ɚ0.eɪ2.ɾ.ɪ0.d
s.æ2.t.ɪ0.s.f.æ1.k.t.ɹ.ʌ0.l.i0	s.æ2.ɾ.ɪ0.s.f.æ1.k.t.ɹ.ʌ0.l.0
æ2.n.t.i0.b.aɪ0.ɑ1.t.ɪ0.k.s	æ.n.t.i0.b.aɪ0.ɑ1.ɾ.ɪ0.k.s
ɹ.aɪ1.t.ɔ0.f	ɹ.aɪ1.ɾ.ɔ0.f
f.u1.t.ɑ0.n	f.u1.ɾ.ɑ0.n
g.æ0.v.j.ɔ1.t.ʌ0.z	g.æ0.v.j.ɔ1.ɾ.ʌ0.z
k.ɑ1.t.ɛ0.l.ɛ0.z	k.ɑ1.ɾ.ɛ0.l.ɛ0.z
s.ɪ1.t.ɪ0.ŋ	s.ɪ1.ɾ.ɪ0.ŋ
d.aɪ1.t.ɚ0	d.aɪ1.ɾ.0
tʃ.ʌ0.p.i1.t.ɑ0	t.ʌ0.p.i1.ɾ.0
d.ʌ0.m.ɛ1.s.t.ʌ0.k.eɪ2.t.ɪ0.ŋ	d.ʌ0.m.ɛ1.s.t.ʌ0.k.eɪ2.ɾ.ɪ0.ŋ
h.æ1.l.ɪ0.b.ɚ2.t.ʌ0.n.z	h.æ1.l.ɪ0.b.ɚ2.ɾ.ʌ0.n.z
s.æ1.t.ɪ0.s.f.aɪ2	s.æ1.ɾ.ɪ0.s.f.2
n.ɪ1.t.i0	n.ɪ1.ɾ.0
l.ɛ1.t.ʌ0	l.ɛ1.ɾ.0
z.ʌ0.f.u1.t.oʊ0	z.ʌ0.f.u1.ɾ.0
ɪ2.m.p.ɹ.ɛ1.g.n.eɪ2.t.ʌ0.d	ɪ.m.p.ɹ.ɛ1.g.n.eɪ2.ɾ.ʌ0.d
w.ɔ1.t.ɚ0.f.ɹ.ʌ2.n.t.s	w.ɔ1.ɾ.ɚ0.f.ɹ.ʌ2.n.t.s
ɪ1.n.f.ɪ0.l.t.ɹ.eɪ2.t.ɚ0	ɪ.n.f.ɪ0.l.t.ɹ.eɪ2.ɾ.0
ɪ1.m.ʌ0.t.eɪ2.t.ɪ0.d	ɪ.m.ʌ0.t.eɪ2.ɾ.ɪ0.d
g.ɛ1.t.ʌ0.g.ɛ1.ð.ɚ0	g.ɛ1.ɾ.ʌ0.g.ɛ1.ð.0
d.ɛ1.t.ʌ0.n.eɪ2.t.ʌ0.d	d.ɛ1.ɾ.ʌ0.n.eɪ2.ɾ.ʌ0.d
æ2.k.ɹ.ʌ0.b.æ1.t.ɪ0.k.s	æ.k.ɹ.ʌ0.b.æ1.ɾ.ɪ0.k.s
f.l.æ1.t.ɚ0.ɪ0.ŋ	f.l.æ1.ɾ.ɚ0.ɪ0.ŋ
k.i1.t.ɪ0.ŋ	k.i1.ɾ.ɪ0.ŋ
dʒ.i0.g.l.i0.oʊ1.t.i0	d.i0.g.l.i0.oʊ1.ɾ.0
k.ɑ1.p.i0.ɹ.aɪ2.t.ɚ0	k.ɑ1.p.i0.ɹ.aɪ2.ɾ.0
f.ʌ0.n.ɛ1.t.ɪ0.k.l.i0	f.ʌ0.n.ɛ1.ɾ.ɪ0.k.l.0
k.ʌ0.m.p.j.u1.t.ɚ0.l.æ2.n.d	k.ʌ0.m.p.j.u1.ɾ.ɚ0.l.æ2.n.d
g.ɑ1.t.ɑ2.s	g.ɑ1.ɾ.ɑ2.s
æ0.t.aɪ0.m.æ1.t.ɚ0	æ.t.aɪ0.m.æ1.ɾ.0
k.æ1.f.ɪ0.n.eɪ2.t.ʌ0.d	k.æ1.f.ɪ0.n.eɪ2.ɾ.ʌ0.d
p.ɚ1.p.ʌ0.t.ɹ.eɪ2.t.ɪ0.ŋ	p.ɚ1.p.ʌ0.t.ɹ.eɪ2.ɾ.ɪ0.ŋ
m.æ1.t.i0	m.æ1.ɾ.0
t.ʌ0.m.eɪ1.t.oʊ0	t.ʌ0.m.eɪ1.ɾ.0
g.ɹ.eɪ1.t.ɪ0.ŋ	g.ɹ.eɪ1.ɾ.ɪ0.ŋ
p.ɹ.i2.eɪ1.t.ʌ0	p.ɹ.i2.eɪ1.ɾ.0
s.t.ɛ2.ɹ.i0.oʊ2.t.æ1.k.t.ɪ0.k	s.t.ɛ2.ɹ.i0.oʊ2.ɾ.æ1.k.t.ɪ0.k
d.æ1.t.ʌ0.b.eɪ2.s.ɪ0.z	d.æ1.ɾ.ʌ0.b.eɪ2.s.ɪ0.z
g.ɛ1.t.oʊ0	g.ɛ1.ɾ.0
l.ɛ0.n.i1.t.ʌ0	l.ɛ0.n.i1.ɾ.0
ɹ.ɑ1.t.ʌ0.n.b.ɚ0.g	ɹ.ɑ1.ɾ.ʌ0.n.b.ɚ0.g
m.ɑ0.ɹ.dʒ.oʊ1.t.ʌ0	m.ɑ0.ɹ.dʒ.oʊ1.ɾ.0
s.k.ɹ.u1.t.ʌ0.n.aɪ2.z	s.k.ɹ.u1.ɾ.ʌ0.n.aɪ2.z
b.ɑ1.t.ʌ0	b.ɑ1.ɾ.0
k.ʌ0.l.ɑ1.t.ʌ0	k.ʌ0.l.ɑ1.ɾ.0
θ.ɚ1.t.i0.s.ʌ2.m.θ.ɪ0.ŋ	θ.ɚ1.ɾ.i0.s.ʌ2.m.θ.ɪ0.ŋ
w.ɔ1.t.ɚ0.w.eɪ2	w.ɔ1.ɾ.ɚ0.w.2
ɛ2.ɹ.oʊ0.n.ɔ1.t.ɪ0.k.ʌ0.s	ɛ.ɹ.oʊ0.n.ɔ1.ɾ.ɪ0.k.ʌ0.s
h.w.aɪ1.t.i0	h.w.aɪ1.ɾ.0
l.ʌ0.m.ɛ1.t.ʌ0	l.ʌ0.m.ɛ1.ɾ.0
dʒ.ʌ0.n.ɛ1.t.ʌ0.s.ɪ0.s.t.s	d.ʌ0.n.ɛ1.ɾ.ʌ0.s.ɪ0.s.t.s
k.l.ɛ0.z.m.æ1.t.ɪ0.k	k.l.ɛ0.z.m.æ1.ɾ.ɪ0.k
ɔ2.t.ʌ0.m.oʊ0.b.i1.l.z	ɔ.ɾ.ʌ0.m.oʊ0.b.i1.l.z
d.oʊ0.n.ɑ1.t.i0	d.oʊ0.n.ɑ1.ɾ.0
ʌ1.n.d.ɚ0.ɹ.ɪ2.t.ʌ0.n	ʌ.n.d.ɚ0.ɹ.ɪ2.ɾ.ʌ0.n
æ2.n.ʌ0.t.eɪ1.t.ɚ0	æ.n.ʌ0.t.eɪ1.ɾ.0
k.ɛ2.ɹ.ɪ0.z.m.æ1.t.ɪ0.k.s	k.ɛ2.ɹ.ɪ0.z.m.æ1.ɾ.ɪ0.k.s
ɪ0.v.æ1.k.j.ʌ0.w.eɪ2.t.ɪ0.d	ɪ.v.æ1.k.j.ʌ0.w.eɪ2.ɾ.ɪ0.d
ɑ0.n.t.oʊ0.n.ɛ1.t.i0	ɑ.n.t.oʊ0.n.ɛ1.ɾ.0
b.æ1.t.ʌ0.l.ɪ0.ŋ	b.æ1.ɾ.ʌ0.l.ɪ0.ŋ
s.t.æ1.t.ʌ0.n	s.t.æ1.ɾ.ʌ0.n
ɹ.ɛ0.n.i1.t.ʌ0	ɹ.ɛ0.n.i1.ɾ.0
t.ɹ.ɑ1.t.i0.ɚ0	t.ɹ.ɑ1.ɾ.i0.0
ɛ0.k.s.t.æ1.t.ɪ0.k.l.i0	ɛ.k.s.t.æ1.ɾ.ɪ0.k.l.0
d.i1.t.eɪ0.l.z	d.i1.ɾ.eɪ0.l.z
w.ɪ1.t.ʌ0.k.ɚ0	w.ɪ1.ɾ.ʌ0.k.0
s.p.ɪ1.t.ʌ0.l	s.p.ɪ1.ɾ.ʌ0.l
s.i1.i1.t.i1.eɪ1	s.i1.i1.ɾ.i1.1
tʃ.ɪ1.t.ʌ0.m	t.ɪ1.ɾ.ʌ0.m
k.æ2.n.t.ɑ1.t.ʌ0	k.æ2.n.t.ɑ1.ɾ.0
m.i0.l.i1.t.oʊ0	m.i0.l.i1.ɾ.0
ɪ1.m.ʌ0.g.ɹ.eɪ2.t.ɪ0.d	ɪ.m.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.d
l.ɑ0.k.oʊ1.t.ʌ0	l.ɑ0.k.oʊ1.ɾ.0
g.oʊ1.l.d.w.ɔ2.t.ɚ0	g.oʊ1.l.d.w.ɔ2.ɾ.0
g.ɛ1.t.oʊ0.z	g.ɛ1.ɾ.oʊ0.z
d.ɛ2.m.ʌ0.k.ɹ.æ1.t.ɪ0.k.s	d.ɛ2.m.ʌ0.k.ɹ.æ1.ɾ.ɪ0.k.s
p.ɑ0.n.t.ɪ1.f.ʌ0.k.eɪ2.t.ɪ0.ŋ	p.ɑ0.n.t.ɪ1.f.ʌ0.k.eɪ2.ɾ.ɪ0.ŋ
l.ɛ1.t.ɪ0.ʃ	l.ɛ1.ɾ.ɪ0.ʃ
t.ɪ1.t.ʌ0.n.ʌ0.s	t.ɪ1.ɾ.ʌ0.n.ʌ0.s
ɹ.aʊ1.t.ʌ0.n.b.ɚ0.g	ɹ.aʊ1.ɾ.ʌ0.n.b.ɚ0.g
b.æ1.t.ɪ0.s	b.æ1.ɾ.ɪ0.s
j.u1.t.i0.k.ʌ0	j.u1.ɾ.i0.k.0
k.ʌ0.n.ɛ1.t.ʌ0.k.ʌ0.t.s	k.ʌ0.n.ɛ1.ɾ.ʌ0.k.ʌ0.t.s
ɹ.i0.p.j.u1.d.i0.eɪ2.t.ʌ0.d	ɹ.i0.p.j.u1.d.i0.eɪ2.ɾ.ʌ0.d
aʊ1.t.f.ɪ2.t.ɪ0.d	a.t.f.ɪ2.ɾ.ɪ0.d
m.oʊ1.t.ɚ0.ɪ0.s.t.s	m.oʊ1.ɾ.ɚ0.ɪ0.s.t.s
k.ɑ1.t.ʌ0	k.ɑ1.ɾ.0
dʒ.ʌ0.n.ɛ1.t.oʊ2	d.ʌ0.n.ɛ1.ɾ.2
l.eɪ1.t.ʌ0.n.ʌ0.n	l.eɪ1.ɾ.ʌ0.n.ʌ0.n
ɚ1.t.ʌ0.n	ɚ.ɾ.ʌ0.n
g.æ0.v.i0.ɔ1.t.ʌ0.z	g.æ0.v.i0.ɔ1.ɾ.ʌ0.z
ɹ.i0.ɹ.aʊ1.t.ɪ0.d	ɹ.i0.ɹ.aʊ1.ɾ.ɪ0.d
ʃ.ɛ1.t.ɚ0.l.i0	ʃ.ɛ1.ɾ.ɚ0.l.0
n.ɑ1.n.ɔ1.p.ɚ0.eɪ2.t.ɪ0.ŋ	n.ɑ1.n.ɔ1.p.ɚ0.eɪ2.ɾ.ɪ0.ŋ
n.ɛ0.l.i1.t.ʌ0	n.ɛ0.l.i1.ɾ.0
m.ɑ1.t.ʌ0.l.ɪ0.ŋ	m.ɑ1.ɾ.ʌ0.l.ɪ0.ŋ
h.aɪ2.f.ʌ0.l.u1.t.ɪ0.n	h.aɪ2.f.ʌ0.l.u1.ɾ.ɪ0.n
ɹ.i0.ɪ0.v.æ1.l.j.u0.eɪ2.t.ɪ0.ŋ	ɹ.i0.ɪ0.v.æ1.l.j.u0.eɪ2.ɾ.ɪ0.ŋ
f.l.aɪ1.t.i0.ɚ0	f.l.aɪ1.ɾ.i0.0
d.ɪ0.s.ɛ1.l.ɚ0.eɪ2.t.ɪ0.ŋ	d.ɪ0.s.ɛ1.l.ɚ0.eɪ2.ɾ.ɪ0.ŋ
t.ɹ.i1.t.ɔ2.p.s	t.ɹ.i1.ɾ.ɔ2.p.s
k.ɑ0.n.s.oʊ0.l.ɑ1.t.ʌ0	k.ɑ0.n.s.oʊ0.l.ɑ1.ɾ.0
k.l.eɪ1.t.ʌ0.n	k.l.eɪ1.ɾ.ʌ0.n
f.l.aʊ1.t.ɪ0.s.t	f.l.aʊ1.ɾ.ɪ0.s.t
b.i1.t.ɪ0.ŋ	b.i1.ɾ.ɪ0.ŋ
v.aɪ1.t.ʌ0.m.ʌ0.n.z	v.aɪ1.ɾ.ʌ0.m.ʌ0.n.z
s.t.ɹ.æ1.t.ʌ0.dʒ.i0	s.t.ɹ.æ1.ɾ.ʌ0.dʒ.0
ɑ2.p.ɚ0.ɛ1.t.ʌ0	ɑ.p.ɚ0.ɛ1.ɾ.0
p.ɹ.ʌ0.k.ɹ.æ1.s.t.ʌ0.n.eɪ2.t.ɚ0.z	p.ɹ.ʌ0.k.ɹ.æ1.s.t.ʌ0.n.eɪ2.ɾ.ɚ0.z
m.aɪ2.t.ʌ0.k.ɑ1.n.d.ɹ.i0.ʌ0	m.aɪ2.ɾ.ʌ0.k.ɑ1.n.d.ɹ.i0.0
s.ɛ1.t.ʌ0.l.m.ʌ0.n.t.s	s.ɛ1.ɾ.ʌ0.l.m.ʌ0.n.t.s
d.ɛ1.t.ʌ0.n.eɪ2.t.ɪ0.ŋ	d.ɛ1.ɾ.ʌ0.n.eɪ2.ɾ.ɪ0.ŋ
m.æ1.t.ɚ0.i2.z	m.æ1.ɾ.ɚ0.i2.z
m.ɹ.oʊ1.t.ɛ2.k	m.ɹ.oʊ1.ɾ.ɛ2.k
dʒ.i1.t.oʊ0	d.i1.ɾ.0
s.ɛ1.g.ɹ.ɪ0.g.eɪ2.t.ɪ0.ŋ	s.ɛ1.g.ɹ.ɪ0.g.eɪ2.ɾ.ɪ0.ŋ
æ1.g.ɹ.ʌ0.v.eɪ2.t.ɪ0.d	æ.g.ɹ.ʌ0.v.eɪ2.ɾ.ɪ0.d
s.i2.v.ɪ0.l.ɛ1.t.i0	s.i2.v.ɪ0.l.ɛ1.ɾ.0
ɹ.i2.u0.n.aɪ1.t.ɪ0.d	ɹ.i2.u0.n.aɪ1.ɾ.ɪ0.d
w.ɪ1.t.w.ɔ2.t.ɚ0.s.ɹ.æ0.n.d	w.ɪ1.t.w.ɔ2.ɾ.ɚ0.s.ɹ.æ0.n.d
æ1.t.ʌ0.v.ɪ0.z.ʌ0.m	æ.ɾ.ʌ0.v.ɪ0.z.ʌ0.m
w.ɔ1.t.ɚ0	w.ɔ1.ɾ.0
k.ʌ0.m.p.j.u1.t.ʌ0.d	k.ʌ0.m.p.j.u1.ɾ.ʌ0.d
ɑ0.l.v.i1.t.ʌ0	ɑ.l.v.i1.ɾ.0
m.ɪ1.t.i2	m.ɪ1.ɾ.2
tʃ.ɚ0.i1.t.oʊ0	t.ɚ0.i1.ɾ.0
ɹ.i2.ɪ0.n.k.ɑ1.ɹ.n.eɪ2.t.ɪ0.d	ɹ.i2.ɪ0.n.k.ɑ1.ɹ.n.eɪ2.ɾ.ɪ0.d
s.æ1.tʃ.ɚ0.eɪ2.t.ɪ0.ŋ	s.æ1.tʃ.ɚ0.eɪ2.ɾ.ɪ0.ŋ
f.ɔ1.ɹ.m.j.ʌ0.l.eɪ2.t.ɪ0.d	f.ɔ1.ɹ.m.j.ʌ0.l.eɪ2.ɾ.ɪ0.d
s.k.ɚ1.t.ɪ0.ŋ	s.k.ɚ1.ɾ.ɪ0.ŋ
p.æ1.t.ɪ0.d	p.æ1.ɾ.ɪ0.d
ɚ0.ɪ1.dʒ.ʌ0.n.eɪ2.t.ɪ0.ŋ	ɚ.ɪ1.dʒ.ʌ0.n.eɪ2.ɾ.ɪ0.ŋ
f.ɹ.aɪ1.t.ʌ0.n	f.ɹ.aɪ1.ɾ.ʌ0.n
aʊ1.t.ɪ0.dʒ	a.ɾ.ɪ0.ʒ
l.aɪ2.s.ɪ0.s.t.ɹ.ɑ1.t.ʌ0	l.aɪ2.s.ɪ0.s.t.ɹ.ɑ1.ɾ.0
w.ɔ1.t.ɚ0.v.ɪ0.l	w.ɔ1.ɾ.ɚ0.v.ɪ0.l
f.l.æ1.t.ɚ0.i0	f.l.æ1.ɾ.ɚ0.0
d.ɪ0.dʒ.ɛ1.n.ɚ0.eɪ2.t.ɪ0.ŋ	d.ɪ0.dʒ.ɛ1.n.ɚ0.eɪ2.ɾ.ɪ0.ŋ
s.æ2.t.ʌ0.s.f.æ1.k.ʃ.ʌ0.n.z	s.æ2.ɾ.ʌ0.s.f.æ1.k.ʃ.ʌ0.n.z
s.p.ɑ1.t.ɚ0	s.p.ɑ1.ɾ.0
k.ʌ0.s.ɚ1.t.ʌ0	k.ʌ0.s.ɚ1.ɾ.0
l.ɪ1.t.ʌ0.l.ʌ0.s.t	l.ɪ1.ɾ.ʌ0.l.ʌ0.s.t
d.ɹ.ʌ0.m.æ1.t.ɪ0.k.s	d.ɹ.ʌ0.m.æ1.ɾ.ɪ0.k.s
ɑ0.ɹ.k.ɑ1.t.ʌ0	ɑ.ɹ.k.ɑ1.ɾ.0
